link,title,text,date
https://www.vedomosti.ru/economics/news/2022/09/09/940203-godovaya-inflyatsiya-zamedlilas,"Годовая инфляция в России в августе замедлилась до 14,3%",годовой инфляция россия август текущий год замедлиться 143 против 151 июль следовать данные росстатапродовольственный товар август подешеветь 136 сравнение июль подорожать 1577 годовой выражение непродовольственный товар подешеветь 005 месячный выражение подорожать 1551 сравнение август прошлый год стоимость услуга вырасти 005 августовский показатель 1045 годовой выражение месячный выражение потребительский цена снизиться 052 дефляция россия наблюдаться июнь итог месяц составить 035 июль ускориться 039 больший влияние динамика цена июль сообщать росстат оказать удешевление 1153 плодоовощной продукция капуста подешеветь 332 картофель – 276 свекла – 271 виноград – 157 совет директор банк россия заседание 22 июль понизить ключевой ставка сразу 150 базисный пункт — 8 годовой,09/09/2022 16:39:54
https://www.vedomosti.ru/economics/news/2022/09/10/940229-minfin,Минфин США предупредил о последствиях за попытки скрыть цену нефти из России,режим потолок цена российский нефть предусматривать ответственность игрок рынок который попытаться скрыть происхождение истинный цена закупить нефть заявить первый заместитель министр финансы сша адевале адейть слово приводиться сайт ведомство « уклоняться режим ограничение цена путем фальсификация документация иной сокрытие истинный происхождение цена нефть столкнуться последствие соответствие внутренний законодательство юрисдикция применять режим ограничение цена » — заявить адейемозамминистр пояснить вместе страна g 7 сша работать разработка система документация аттестация который позволить поставщик услуга соблюдать требование надлежащий образомадейемо также прокомментировать опасение повод россия продавать нефть установить цена ниже отказаться экспорт « установить ограничение являться причина который думать это произойти россия мочь вспылить заявить продавать низкий установить цена экономический сторона сдерживание нефть просто иметь смысл предельный цена создавать явный экономический стимул продажа ниже установить предел » — считать замминистраон добавить россия обладать больший количество емкость хранение нефть скважина оборудование настолько современный прекратить затем возобновить работа серьезный затрата кроме москва предлагать свой нефть больший скидка 30 отметить адейть,09/10/2022 06:38:27
https://www.mk.ru/economics/2022/10/05/nazvany-posledstviya-potoloka-cen-na-rossiyskuyu-neft-i-sokrashheniya-dobychi-opek.html,Названы последствия  «потолока» цен на российскую нефть и сокращения добычи ОПЕК+,« декабрь вступить сила запрет импорт больший часть сырой нефть россия напоминать politico проект новый мера ес предусматривать правовой основа ценовый потолок который ранее согласовать страна g 7 » издание отмечать шаг вызвать февраль « казна кремль увеличиться счет продажа ископаемый топливо европа десяток миллиард евро » данные politico перспектива введение ценовый потолок встревожить мальта греция кипр чей танкерный флот обеспечивать больший часть российский экспорт ес пообещать некий « послабление уступка » постпред ес прийтись пойти навстречу будапешт который задержать принятие новый санкция несколько неделя пока добиться послабление собственный нужда,10/05/2022 14:10:55
https://www.vedomosti.ru/economics/news/2022/09/12/940505-skidka-na-urals-sokratilas,Скидка на российскую нефть Urals сократилась с $40 до $20 за баррель,скидка российский нефть марка urals сравнение нефть brent уменьшиться 40 20 баррель сообщить международный байкальский рискфорум заместитель генеральный директор российский энергетический агентство рэа минэнерго россия денис дерюшкин это писать тасспо слово ранее скидка высокий связь подорожание фрахт российский суд отсутствие страховка сделка нежелание банк предоставлять аккредитив « сегодня связь фрахт немного упасть всетаки находиться альтернативный потребитель дисконт urals составлять 40 20 попрежний это существенный дисконт существенный удар экономика добывать компания целое это пока комфортный реалия который существовать » – рассказать дерюшкинкак отмечать издание 22 февраль 2022 г российский urals расти вслед brent достигнуть 100 баррель результат ограничение ввести евросоюз сша россия прийтись перестраивать логистический цепочка спешно переориентировать отгрузка азиатский рынок основный китай индия,09/12/2022 18:13:41
https://www.vedomosti.ru/economics/news/2022/09/14/940804-fon-der-lyaien-predlozhila-otpravit-scheta,Фон дер Ляйен предложила европейцам «отправить счета за энергию в Москву»,глава еврокомиссия урсула фон дер ляйена предложить отправлять увеличиться счет газ свет россия образ ответить критика французский евродепутат манона обри ход дебаты пленарный сессия европарламент « счет который показать — говорить француз невыносимый знать отправить счет москва место происхождение » — заявить онаобри подвергнуть критика фон дер ляйена сложиться энергетический кризис который большой весь воздействовать простой житель франция остальной европа напомнить также вырасти дивиденд акционер крупный компания « начало свой мандат превозносить благо рынок,09/14/2022 11:44:35
https://www.vedomosti.ru/economics/news/2022/09/12/940430-putin-zayavil-o-vihode-na-traektoriyu,Путин заявил о выходе российской экономики на траекторию роста,динамика ключевой экономический показатель говорить российский экономика постепенно стабилизироваться выходить траектория рост сообщить президент страна владимир путин совещание экономический вопрос « помесячный динамика ключевой показатель также говорить экономика постепенно стабилизироваться выравнивается выходить траектория рост предприятие возвращаться нормальный ритм работа » — цитировать президент прессслужба кремляглав государство отметить август оживиться кредитование экономика реальный сектор население сторона банк « считать очень важный значимый достижение правительство целое стабильный ситуация рынок труд стабильный уровень безработица находиться исторический минимум – мае–июль это 39 » — добавить путин 7 сентябрь ход пленарный заседание восточный экономический форум вэф путин заявить пик сложный ситуация экономика россия пройти слово расход бюджет итог 2022 г 20 выше 2021 г спад « незначительный » — 2 ввп,09/12/2022 11:24:06
https://www.vedomosti.ru/economics/news/2022/09/13/940618-es-mozhet-ogranichit-postavki-gaza-iz-rossii,ЕС может ограничить поставки газа из России в конце осени,евросоюз мочь ограничить объем поставка российский газ конец осень передавать « риа новость » ссылка источник ес « еврокомиссия работать изучать различный инструмент понять ес мочь ограничить объем поставка российский газ скорый это заставлять это делать страна который сильно зависеть импорт российский газ » — сообщить собеседник агентствапо слово исключить ограничение импорт российский газ аналогичный запрет ес поставка нефть стать часть будущий пакет санкция против россия особенно конец осень мощность хранилище достигнуть свой максимумакака ранее сообщать власть фрг газохранилище страна заполнить 85 ранний срок это отмечать ситуация мочь ухудшиться дальнейший потребитель должный готовиться продолжение рост цена газ говориться отчетеминистр энергетик страна евросоюз брюссель ход экстренный заседание совет ес энергетика 9 сентябрь смочь согласовать введение потолок цена российский газ источник bloomberg пояснить страна ес спешить ограничивать цена российский газ изз опасение рф ответ мочь полностью прекратить поставкио россия стать продавать ес энергоресурсы невыгодный условие говорить президент рф владимир путин 7 сентябрь вэф 2022 владивосток назвать идея административный способ ограничить цена газ россия « чушь бред » « приниматься какието решение политический характер противоречить контракт просто выполнять,09/13/2022 12:12:32
https://www.vedomosti.ru/economics/articles/2022/09/15/940901-kto-budet-kurirovat-rezhim,Кто будет курировать льготный режим для крупных инвесторов после его перезапуска,крупный инвестор полуторагодичный пауза снова смочь заключать соглашение защита поощрение капиталовложение сзпк – механизм гарантировать неизменность налоговый условие возмещение затрата инфраструктура премьерминистр михаил мишустин утвердить новый правило заключение сзпк говориться сообщение правительствабизнес получить возможность заключать соглашение октябрь 2020 г принятие закон сзпк это апрель прошлый год механизм работать изз окончание действие временной правило заключение соглашение срыв срок запуск информационный платформа – гис « капиталовложение » писать « ведомость » новый проект изменение закон правило заключение обсуждаться правительство руководство первый вицепремьер андрей белоусов осень прошлый год пока механизм заморозить минэкономразвития смениться куратор реформа – замминистра андрей иванов уйти пост февраль 2022 г место прийти мурат кереф национальный банк кабардинобалкарский республика южный гу цб,09/14/2022 20:50:42
https://www.vedomosti.ru/economics/news/2022/09/17/941288-nefti,Bloomberg узнал о планах Бразилии и других стран купить 50% предназначенной ЕС нефти,россия вступление сила эмбарго евросоюз перенаправить поставка нефть индонезия пакистан бразилия юар шриланка ряд ближневосточный страна передавать bloomberg ссылка данные энергетический компания kpler москва образ найти рынок сбыт примерно половина экспорт сырой нефть который запретить страна ес декабрь указать страна отмечаться исследование мочь вместе закупать 1 млн баррель нефть сутки следующий зимойожидаться нефтяной санкция привести сокращение добыча нефть россия 2 млн баррель день случай москва найти новый покупатель считать международный энергетический агентствестрана ближний восток отмечать kpler зима смочь получать 500 000 баррель российский нефть ежедневно это позволить перенаправить нефть ранее использоваться внутри страна экспортный рынкива начало июнь страна – член ес начало специальный военный операция украина согласовать шестой пакет санкция против россия который войти эмбарго поставка российский нефть нефтепродукт море запрет поставка сырой нефть вступить сила 5 декабрь 2022 г поставка нефтепродукт – 5 февраль 2023 г запрет поставка нефть трубопровод « дружба » иметь выход море венгрия словакия чехия планировать ввести поздний начало март сша великобритания ввести полный запрет поставка нефть россия связь москва начать переориентировать топливо азиатский рынок 2 сентябрь министр финансы страна g 7 сша великобритания канада япония италия франция германия заявить намерение ввести потолок цена российский нефть,09/17/2022 08:35:33
https://www.vedomosti.ru/economics/news/2022/09/17/941330-goldman-sachs-ponizili-prognoz-rosta-amerikanskoi-ekonomiki-v-2023-godu,Goldman Sachs понизил прогноз роста американской экономики в 2023 году,аналитик goldman sachs понизить свой прогноз рост американский экономика сообщать bloomberg ожидать ввп сша 2023 г вырасти 11 15 банк оставить прогноз 2022 г изменение уровень 0 ранее американский банк повысить прогноз рост ставка фрс аналитик ожидать регулятор увеличить ставка 75 базисный пункт сентябрь 50 базисный пункт ноябрь 2022 г сравнение 50 25 базисный пункт соответственно прошлый прогноз « траектория высокий ставка сочетание недавний ужесточение финансовый условие предполагать несколько плохой перспектива рост занятость следующий год наш прогноз рост немного ниже консенсус предполагать траектория рост ниже потенциальный считать необходимый охлаждение инфляция заработный плата цена » — говориться записка goldman sachs аналитик банк также повысить прогноз уровень безработица сша 37 конец 2022 г сравнение ожидать ранее 36,09/17/2022 17:49:03
https://www.vedomosti.ru/economics/news/2022/09/18/941335-v-rossii,В России предупредили о возможной нехватке зимнего дизеля,россия зима мочь возникнуть нехватка морозостойкий сорт дизель однако вид топливо сложность заявить интервью радио sputnik президент российский топливный союз евгений аркушапо мнение зимний дизель россия « проблема » трудность мочь возникнуть год цена дизельный топливо превышать цена бензин ситуация ненормальный отметить аркуш « ранний помогать называть средний дистиллят заменитель дизельный топливо практически внутренний рынок весь уходить экспорт зимний дизель достаточно больший количество уходить экспорт изз это цена оптовый розничный дизельный топливо существенно выше бензин общемто ненормально » – сказать президент российский топливный союзас дефицит зимний дизель позволить справиться поставка белоруссия вариант обсуждаться добавить эксперт целое ситуация топливо рф являться стабильный двузначный инфляция стоимость вырасти начало год подчеркнуть аркуш,09/18/2022 06:22:04
https://www.vedomosti.ru/economics/news/2022/09/19/941439-birzhevie-tseni-na-gaz-v-evrope-upali,Биржевые цены на газ в Европе упали ниже $1800 впервые с конца июля,биржевой цена газ европа начало день упасть 7 следовать данные лондонский биржа ice сегодня стоимость близкий октябрьский фьючерс природный газ хаба ttf нидерланды впервые 25 июль момент упасть 1713 евро мвтч около 1790 тысяча куб м учет текущий курс международный рынкеэто реакция рынок новость досрочный заполнение подземный хранилище газ пхг европа уровень превышать 85 хотя изначально страна ес хотеть заполнить пхг минимум 80 зима 20222023 год 90 весь последующий зимний периодамдостижение отметка глава регулятор клаус мюллер называть сложный слово ноябрь пхг заполнить 95 это количество газ хватить 25 месяц покрыть весь потребность страна случай полный остановка поставка россиив начало сентябрь « газпром » сообщить последний газоперекачивающий турбина который остановить проведение плановопредупредительный работа 31 август возобновить работа 2 сентябрь предполагаться это прокачка газ « северный поток » остановить полностьюподписывайтесь « ведомость » telegram курс главный новость экономика бизнес,09/19/2022 08:29:36
https://www.vedomosti.ru/economics/news/2022/09/19/941577-assotsiatsiya-rekomendovala-nalichnie,Ассоциация туроператоров рекомендовала брать наличные для поездок в Турцию,ассоциация туроператор россия атор рекомендовать турист россия приезжать турция брать наличный валюта связь сообщение приостановка использование некоторый банк российский платежный система « мир » это сообщаться сайт ассоциация « рекомендоваться запасаться вылет турция наличный валюта доллары евро необходимый расход вне отель менять рубль хороший курс аэропорт анталья рубль поменять город правда вряд курс близкий курс цб рекомендоваться также бронировать анталья отель « весь включить » случай стамбул – минимум завтрак » – уточнять аторраней стать известный турецкий коммерческий банк – isbank denizbank – приостановить использование платежный система « мир » связь угроза санкция сторона сша 15 сентябрь минфин сша опубликовать документ выразить готовность ввести санкция поддержка использование платежный система « мир » предел россия также штат ввести санкция отношение директор оператор « мир » – национальный система платежный карта нспк владимир комлевый председатель правление национальный расчетный депозитарий нрд виктор жидковазарубежные партнер принимать решение открытие свой инфраструктура прием карта « мир » заявить « ведомость » представитель банк россия,09/19/2022 19:25:21
